,gene_id,name,family,class
2157,LOC_Os05g40070,OsWRKY56,WRKY,TF
2158,LOC_Os03g63810,OsWRKY40,WRKY,TF
2159,LOC_Os07g48260,OsWRKY73,WRKY,TF
2160,LOC_Os01g61080,OsWRKY21,WRKY,TF
2161,LOC_Os01g14440,OsWRKY4,WRKY,TF
2162,LOC_Os05g40080,OsWRKY57,WRKY,TF
2163,LOC_Os03g55164,OsWRKY38,WRKY,TF
2164,LOC_Os09g25060,OsWRKY83,WRKY,TF
2165,LOC_Os01g53260,OsWRKY14,WRKY,TF
2166,LOC_Os02g08440,OsWRKY25,WRKY,TF
2167,LOC_Os06g06360,OsWRKY66,WRKY,TF
2168,LOC_Os09g09630,OsWRKY81,WRKY,TF
2169,LOC_Os01g08710,OsWRKY1,WRKY,TF
2170,LOC_Os01g51690,OsWRKY12,WRKY,TF
2171,LOC_Os01g60600,OsWRKY19,WRKY,TF
2172,LOC_Os12g02440,OsWRKY100,WRKY,TF
2173,LOC_Os02g53100,OsWRKY30,WRKY,TF
2174,LOC_Os03g20550,OsWRKY31,WRKY,TF
2175,LOC_Os05g27730,OsWRKY53,WRKY,TF
2176,LOC_Os01g54600,OsWRKY15,WRKY,TF
2177,LOC_Os12g40570,OsWRKY104,WRKY,TF
2178,LOC_Os10g42850,OsWRKY88,WRKY,TF
2179,LOC_Os06g44010,OsWRKY68,WRKY,TF
2180,LOC_Os01g40260,OsWRKY6,WRKY,TF
2181,LOC_Os11g02520,OsWRKY91,WRKY,TF
2182,LOC_Os12g32250,OsWRKY103,WRKY,TF
2183,LOC_Os05g25770,OsWRKY52,WRKY,TF
2184,LOC_Os12g02420,OsWRKY99,WRKY,TF
2185,LOC_Os01g53040,OsWRKY13,WRKY,TF
2186,LOC_Os08g13840,OsWRKY77,WRKY,TF
2187,LOC_Os08g09800,OsWRKY74,WRKY,TF
2188,LOC_Os12g01180,OsWRKY97,WRKY,TF
2189,LOC_Os12g02450,OsWRKY101,WRKY,TF
2190,LOC_Os01g43550,OsWRKY8,WRKY,TF
2191,LOC_Os03g45450,OsWRKY35,WRKY,TF
2192,LOC_Os05g45230,OsWRKY58,WRKY,TF
2193,LOC_Os08g29660,OsWRKY79,WRKY,TF
2194,LOC_Os03g33012,OsWRKY33,WRKY,TF
2195,LOC_Os04g21950,OsWRKY42,WRKY,TF
2196,LOC_Os03g21710,OsWRKY32,WRKY,TF
2197,LOC_Os09g25070,OsWRKY84,WRKY,TF
2198,LOC_Os01g62510,OsWRKY22,WRKY,TF
2199,LOC_Os01g62514,OsWRKY23,WRKY,TF
2200,LOC_Os02g26430,OsWRKY27,WRKY,TF
2201,LOC_Os05g09020,OsWRKY49,WRKY,TF
2202,LOC_Os01g74140,OsWRKY24,WRKY,TF
2203,LOC_Os08g09900,OsWRKY76,WRKY,TF
2204,LOC_Os04g50920,OsWRKY45,WRKY,TF
2205,LOC_Os09g30400,OsWRKY85,WRKY,TF
2206,LOC_Os04g04300,OsWRKY41,WRKY,TF
2207,LOC_Os01g43650,OsWRKY11,WRKY,TF
2208,LOC_Os05g40060,OsWRKY55,WRKY,TF
2209,LOC_Os06g05380,OsWRKY65,WRKY,TF
2210,LOC_Os07g40570,OsWRKY72,WRKY,TF
2211,LOC_Os05g03900,OsWRKY47,WRKY,TF
2212,LOC_Os02g43560,OsWRKY28,WRKY,TF
2213,LOC_Os08g38990,OsWRKY80,WRKY,TF
2214,LOC_Os05g25700,OsWRKY51,WRKY,TF
2215,LOC_Os03g55080,OsWRKY37,WRKY,TF
2216,LOC_Os01g47560,OsWRKY9,WRKY,TF
2217,LOC_Os05g46020,OsWRKY59,WRKY,TF
2218,LOC_Os05g49620,OsWRKY62,WRKY,TF
2219,LOC_Os05g49210,OsWRKY61,WRKY,TF
2220,LOC_Os07g27670,OsWRKY70,WRKY,TF
2221,LOC_Os01g60520,OsWRKY17,WRKY,TF
2222,LOC_Os11g02480,OsWRKY90,WRKY,TF
2223,LOC_Os01g18584,OsWRKY5,WRKY,TF
2224,LOC_Os01g09100,OsWRKY3,WRKY,TF
2225,LOC_Os05g04640,OsWRKY48,WRKY,TF
2226,LOC_Os05g14370,OsWRKY50,WRKY,TF
2227,LOC_Os07g39480,OsWRKY71,WRKY,TF
2228,LOC_Os10g18099,OsWRKY86,WRKY,TF
2229,LOC_Os11g45850,OsWRKY95,WRKY,TF
2230,LOC_Os12g02470,OsWRKY102,WRKY,TF
2231,LOC_Os05g49100,OsWRKY60,WRKY,TF
2232,LOC_Os01g46800,OsWRKY10,WRKY,TF
2233,LOC_Os11g02530,OsWRKY92,WRKY,TF
2234,LOC_Os01g09080,OsWRKY2,WRKY,TF
2235,LOC_Os01g60490,OsWRKY16,WRKY,TF
2236,LOC_Os08g09810,OsWRKY75,WRKY,TF
2237,LOC_Os11g45920,OsWRKY96,WRKY,TF
2238,LOC_Os12g02400,OsWRKY98,WRKY,TF
2239,LOC_Os02g16540,OsWRKY26,WRKY,TF
2240,LOC_Os02g47060,OsWRKY29,WRKY,TF
2241,LOC_Os05g50700,OsWRKY64,WRKY,TF
2242,LOC_Os04g46060,OsWRKY44,WRKY,TF
2243,LOC_Os03g53050,OsWRKY36,WRKY,TF
2244,LOC_Os08g17400,OsWRKY78,WRKY,TF
2245,LOC_Os08g09840,,WRKY,TF
2246,LOC_Os11g02540,OsWRKY93,WRKY,TF
2247,LOC_Os03g58420,OsWRKY39,WRKY,TF
2248,LOC_Os09g16510,OsWRKY82,WRKY,TF
2249,LOC_Os01g60640,OsWRKY20,WRKY,TF
2250,LOC_Os04g51560,OsWRKY46,WRKY,TF
2251,LOC_Os04g39570,OsWRKY43,WRKY,TF
2252,Bradi3g21390,BdBBR3,BBR/BPC,TF
2253,Bradi3g21380,BdBBR2,BBR/BPC,TF
2254,Bradi1g49980,BdBBR1,BBR/BPC,TF
2255,Sb02g009770,SbBBR2,BBR/BPC,TF
2256,Sb10g002020,SbBBR4,BBR/BPC,TF
2257,Sb10g004880,SbBBR5,BBR/BPC,TF
2258,Sb02g009782,SbBBR3,BBR/BPC,TF
2259,Sb02g009750,SbBBR1,BBR/BPC,TF
2260,SCRUSB1078B10.g,ScBBR3,BBR/BPC,TF
2261,SCRURT2012G01.g,ScBBR4,BBR/BPC,TF
2262,PTSo00259.1,ScBBR2,BBR/BPC,TF
2263,PTSo00260.1,ScBBR1,BBR/BPC,TF
2264,LOC_Os10g02620,OsBBR4,BBR/BPC,TF
2265,LOC_Os10g02584,OsBBR3,BBR/BPC,TF
2266,LOC_Os06g04010,OsBBR1,BBR/BPC,TF
2267,LOC_Os10g02509,OsBBR2,BBR/BPC,TF
2268,Bradi1g10360,BdOrphan5,Orphans,TF
2269,Bradi1g35697,BdOrphan32,Orphans,TF
2270,Bradi1g62320,BdOrphan42,Orphans,TF
2271,Bradi2g32310,BdOrphan66,Orphans,TF
2272,Bradi2g48210,BdOrphan77,Orphans,TF
2273,Bradi3g48180,BdOrphan117,Orphans,TF
2274,Bradi1g14090,BdOrphan8,Orphans,TF
2275,Bradi1g46270,BdOrphan37,Orphans,TF
2276,Bradi4g43090,BdOrphan144,Orphans,TF
2277,Bradi2g43500,BdOrphan74,Orphans,TF
2278,Bradi2g19410,BdOrphan60,Orphans,TF
2279,Bradi2g61000,BdOrphan85,Orphans,TF
2280,Bradi3g10010,BdOrphan95,Orphans,TF
2281,Bradi5g18520,BdOrphan156,Orphans,TF
2282,Bradi1g13650,BdOrphan7,Orphans,TF
2283,Bradi4g07717,BdOrphan134,Orphans,TF
2284,Bradi1g45120,BdOrphan35,Orphans,TF
2285,Bradi5g14280,BdOrphan153,Orphans,TF
2286,Bradi2g51727,BdOrphan79,Orphans,TF
2287,Bradi2g59127,BdOrphan83,Orphans,TF
2288,Bradi3g50166,BdOrphan120,Orphans,TF
2289,Bradi5g25090,BdOrphan161,Orphans,TF
2290,Bradi1g09130,BdOrphan4,Orphans,TF
2291,Bradi1g10660,BdOrphan6,Orphans,TF
2292,Bradi5g25860,BdOrphan162,Orphans,TF
2293,Bradi5g03730,BdOrphan149,Orphans,TF
2294,Bradi5g17080,BdOrphan155,Orphans,TF
2295,Bradi1g18770,BdOrphan14,Orphans,TF
2296,Bradi2g49490,BdOrphan78,Orphans,TF
2297,Bradi1g16720,BdOrphan11,Orphans,TF
2298,Bradi5g13650,BdOrphan152,Orphans,TF
2299,Bradi2g14220,BdOrphan55,Orphans,TF
2300,Bradi3g57807,BdOrphan128,Orphans,TF
2301,Bradi3g29700,BdOrphan109,Orphans,TF
2302,Bradi1g62220,BdOrphan41,Orphans,TF
2303,Bradi3g34160,BdOrphan111,Orphans,TF
2304,Bradi5g00700,BdOrphan146,Orphans,TF
2305,Bradi2g41977,BdOrphan73,Orphans,TF
2306,Bradi3g26990,BdOrphan105,Orphans,TF
2307,Bradi4g02460,BdOrphan133,Orphans,TF
2308,Bradi4g26627,BdOrphan137,Orphans,TF
2309,Bradi1g78440,BdOrphan49,Orphans,TF
2310,Bradi1g22600,BdOrphan18,Orphans,TF
2311,Bradi2g06370,BdOrphan53,Orphans,TF
2312,Bradi3g13960,BdOrphan99,Orphans,TF
2313,Bradi4g35950,BdOrphan138,Orphans,TF
2314,Bradi2g54260,BdOrphan81,Orphans,TF
2315,Bradi4g09970,BdOrphan135,Orphans,TF
2316,Bradi1g47367,BdOrphan38,Orphans,TF
2317,Bradi3g44690,BdOrphan114,Orphans,TF
2318,Bradi3g41500,BdOrphan112,Orphans,TF
2319,Bradi1g74070,BdOrphan45,Orphans,TF
2320,Bradi1g17650,BdOrphan12,Orphans,TF
2321,Bradi5g22745,BdOrphan160,Orphans,TF
2322,Bradi3g28290,BdOrphan107,Orphans,TF
2323,Bradi1g45620,BdOrphan36,Orphans,TF
2324,Bradi5g19980,BdOrphan159,Orphans,TF
2325,Bradi1g18407,BdOrphan13,Orphans,TF
2326,Bradi3g07480,BdOrphan93,Orphans,TF
2327,Bradi1g14910,BdOrphan9,Orphans,TF
2328,Bradi3g19010,BdOrphan102,Orphans,TF
2329,Bradi5g18767,BdOrphan157,Orphans,TF
2330,Bradi1g34270,BdOrphan29,Orphans,TF
2331,Bradi4g36077,BdOrphan139,Orphans,TF
2332,Bradi2g36380,BdOrphan70,Orphans,TF
2333,Bradi1g74410,BdOrphan46,Orphans,TF
2334,Bradi1g43670,BdOrphan33,Orphans,TF
2335,Bradi2g48076,BdOrphan76,Orphans,TF
2336,Bradi1g65910,BdOrphan44,Orphans,TF
2337,Bradi3g01297,BdOrphan86,Orphans,TF
2338,Bradi2g32900,BdOrphan67,Orphans,TF
2339,Bradi3g52170,BdOrphan123,Orphans,TF
2340,Bradi1g34290,BdOrphan30,Orphans,TF
2341,Bradi1g18910,BdOrphan15,Orphans,TF
2342,Bradi1g35030,BdOrphan31,Orphans,TF
2343,Bradi3g06820,BdOrphan92,Orphans,TF
2344,Bradi3g55350,BdOrphan125,Orphans,TF
2345,Bradi1g76100,BdOrphan48,Orphans,TF
2346,Bradi2g25900,BdOrphan64,Orphans,TF
2347,Bradi2g33370,BdOrphan68,Orphans,TF
2348,Bradi1g75760,BdOrphan47,Orphans,TF
2349,Bradi2g35740,BdOrphan69,Orphans,TF
2350,Bradi2g19130,BdOrphan59,Orphans,TF
2351,Bradi3g59820,BdOrphan130,Orphans,TF
2352,Bradi5g27610,BdOrphan163,Orphans,TF
2353,Bradi2g03617,BdOrphan50,Orphans,TF
2354,Bradi4g38790,BdOrphan140,Orphans,TF
2355,Bradi3g57240,BdOrphan127,Orphans,TF
2356,Bradi1g00607,BdOrphan1,Orphans,TF
2357,Bradi2g22800,BdOrphan63,Orphans,TF
2358,Bradi3g53560,BdOrphan124,Orphans,TF
2359,Bradi1g20197,BdOrphan17,Orphans,TF
2360,Bradi3g48880,BdOrphan118,Orphans,TF
2361,Bradi4g24967,BdOrphan136,Orphans,TF
2362,Bradi2g18220,BdOrphan57,Orphans,TF
2363,Bradi4g45330,BdOrphan145,Orphans,TF
2364,Bradi3g03295,BdOrphan87,Orphans,TF
2365,Bradi1g06350,BdOrphan2,Orphans,TF
2366,Bradi1g24940,BdOrphan20,Orphans,TF
2367,Bradi1g52360,BdOrphan40,Orphans,TF
2368,Bradi1g30810,BdOrphan25,Orphans,TF
2369,Bradi3g49440,BdOrphan119,Orphans,TF
2370,Bradi4g40480,BdOrphan142,Orphans,TF
2371,Bradi3g55730,BdOrphan126,Orphans,TF
2372,Bradi1g34060,BdOrphan28,Orphans,TF
2373,Bradi3g03770,BdOrphan88,Orphans,TF
2374,Bradi2g56867,BdOrphan82,Orphans,TF
2375,Bradi4g42780,BdOrphan143,Orphans,TF
2376,Bradi3g15380,BdOrphan100,Orphans,TF
2377,Bradi1g62420,BdOrphan43,Orphans,TF
2378,Bradi3g06810,BdOrphan91,Orphans,TF
2379,Bradi3g10737,BdOrphan96,Orphans,TF
2380,Bradi3g18910,BdOrphan101,Orphans,TF
2381,Bradi3g19610,BdOrphan103,Orphans,TF
2382,Bradi3g09740,BdOrphan94,Orphans,TF
2383,Bradi2g38150,BdOrphan72,Orphans,TF
2384,Bradi1g24747,BdOrphan19,Orphans,TF
2385,Bradi1g26170,BdOrphan21,Orphans,TF
2386,Bradi3g05380,BdOrphan89,Orphans,TF
2387,Bradi5g16127,BdOrphan154,Orphans,TF
2388,Bradi5g11350,BdOrphan151,Orphans,TF
2389,Bradi3g27970,BdOrphan106,Orphans,TF
2390,Bradi2g47867,BdOrphan75,Orphans,TF
2391,Bradi3g58092,BdOrphan129,Orphans,TF
2392,Bradi1g16490,BdOrphan10,Orphans,TF
2393,Bradi3g43000,BdOrphan113,Orphans,TF
2394,Bradi3g19890,BdOrphan104,Orphans,TF
2395,Bradi2g54170,BdOrphan80,Orphans,TF
2396,Bradi2g12950,BdOrphan54,Orphans,TF
2397,Bradi1g30480,BdOrphan24,Orphans,TF
2398,Bradi3g13710,BdOrphan98,Orphans,TF
2399,Bradi3g06190,BdOrphan90,Orphans,TF
2400,Bradi5g10777,BdOrphan150,Orphans,TF
2401,Bradi3g33340,BdOrphan110,Orphans,TF
2402,Bradi3g29440,BdOrphan108,Orphans,TF
2403,Bradi2g14340,BdOrphan56,Orphans,TF
2404,Bradi3g11030,BdOrphan97,Orphans,TF
2405,Bradi2g05840,BdOrphan52,Orphans,TF
2406,Bradi1g08710,BdOrphan3,Orphans,TF
2407,Bradi2g05680,BdOrphan51,Orphans,TF
2408,Bradi3g45930,BdOrphan116,Orphans,TF
2409,Bradi1g32050,BdOrphan27,Orphans,TF
2410,Bradi1g26440,BdOrphan22,Orphans,TF
2411,Bradi3g50830,BdOrphan122,Orphans,TF
2412,Bradi1g49260,BdOrphan39,Orphans,TF
2413,Bradi2g26500,BdOrphan65,Orphans,TF
2414,Bradi5g00770,BdOrphan147,Orphans,TF
2415,Bradi3g50300,BdOrphan121,Orphans,TF
2416,Bradi2g60850,BdOrphan84,Orphans,TF
2417,Bradi4g40250,BdOrphan141,Orphans,TF
2418,Bradi3g60557,BdOrphan131,Orphans,TF
2419,Bradi1g19820,BdOrphan16,Orphans,TF
2420,Bradi5g03720,BdOrphan148,Orphans,TF
2421,Bradi3g45850,BdOrphan115,Orphans,TF
2422,Bradi5g18960,BdOrphan158,Orphans,TF
2423,Bradi1g44177,BdOrphan34,Orphans,TF
2424,Bradi2g21430,BdOrphan61,Orphans,TF
2425,Bradi2g21450,BdOrphan62,Orphans,TF
2426,Bradi1g28727,BdOrphan23,Orphans,TF
2427,Bradi1g31200,BdOrphan26,Orphans,TF
2428,Bradi4g01360,BdOrphan132,Orphans,TF
2429,Bradi2g18640,BdOrphan58,Orphans,TF
2430,Bradi2g37980,BdOrphan71,Orphans,TF
2431,Sb06g023960,SbOrphan123,Orphans,TF
2432,Sb01g005086,SbOrphan2,Orphans,TF
2433,Sb04g012650,SbOrphan83,Orphans,TF
2434,Sb03g034245,SbOrphan64,Orphans,TF
2435,Sb07g002945,SbOrphan133,Orphans,TF
2436,Sb10g006810,SbOrphan164,Orphans,TF
2437,Sb02g010680,SbOrphan35,Orphans,TF
2438,Sb09g005870,SbOrphan147,Orphans,TF
2439,Sb01g013960,SbOrphan9,Orphans,TF
2440,Sb02g042000,SbOrphan48,Orphans,TF
2441,Sb02g040960,SbOrphan46,Orphans,TF
2442,Sb04g004830,SbOrphan78,Orphans,TF
2443,Sb09g022900,SbOrphan151,Orphans,TF
2444,Sb06g001740,SbOrphan110,Orphans,TF
2445,Sb06g021170,SbOrphan121,Orphans,TF
2446,Sb04g005680,SbOrphan79,Orphans,TF
2447,Sb10g003680,SbOrphan161,Orphans,TF
2448,Sb05g024770,SbOrphan108,Orphans,TF
2449,Sb06g029476,SbOrphan127,Orphans,TF
2450,Sb03g002510,SbOrphan52,Orphans,TF
2451,Sb09g019410,SbOrphan149,Orphans,TF
2452,Sb03g026110,SbOrphan58,Orphans,TF
2453,Sb06g015190,SbOrphan117,Orphans,TF
2454,Sb01g008510,SbOrphan5,Orphans,TF
2455,Sb01g019780,SbOrphan12,Orphans,TF
2456,Sb02g038340,SbOrphan44,Orphans,TF
2457,Sb10g024170,SbOrphan167,Orphans,TF
2458,Sb04g034830,SbOrphan99,Orphans,TF
2459,Sb04g007500,SbOrphan82,Orphans,TF
2460,Sb01g033153,SbOrphan20,Orphans,TF
2461,Sb01g009790,SbOrphan6,Orphans,TF
2462,Sb04g029720,SbOrphan92,Orphans,TF
2463,Sb04g031230,SbOrphan93,Orphans,TF
2464,Sb03g009030,SbOrphan55,Orphans,TF
2465,Sb09g027010,SbOrphan155,Orphans,TF
2466,Sb04g006320,SbOrphan80,Orphans,TF
2467,Sb06g017550,SbOrphan119,Orphans,TF
2468,Sb01g020500,SbOrphan15,Orphans,TF
2469,Sb10g000320,SbOrphan159,Orphans,TF
2470,Sb09g026070,SbOrphan153,Orphans,TF
2471,Sb07g001510,SbOrphan131,Orphans,TF
2472,Sb05g002930,SbOrphan104,Orphans,TF
2473,Sb08g002920,SbOrphan142,Orphans,TF
2474,Sb04g000807,SbOrphan73,Orphans,TF
2475,Sb03g014780,SbOrphan56,Orphans,TF
2476,Sb10g005630,SbOrphan163,Orphans,TF
2477,Sb04g025400,SbOrphan87,Orphans,TF
2478,Sb04g006330,SbOrphan81,Orphans,TF
2479,Sb06g002020,SbOrphan113,Orphans,TF
2480,Sb09g022790,SbOrphan150,Orphans,TF
2481,Sb01g035400,SbOrphan25,Orphans,TF
2482,Sb04g034665,SbOrphan98,Orphans,TF
2483,Sb04g038320,SbOrphan101,Orphans,TF
2484,Sb01g021660,SbOrphan17,Orphans,TF
2485,Sb03g002990,SbOrphan53,Orphans,TF
2486,Sb01g010070,SbOrphan7,Orphans,TF
2487,Sb03g039060,SbOrphan67,Orphans,TF
2488,Sb04g022750,SbOrphan85,Orphans,TF
2489,Sb10g008210,SbOrphan165,Orphans,TF
2490,Sb07g015180,SbOrphan136,Orphans,TF
2491,Sb03g044230,SbOrphan70,Orphans,TF
2492,Sb02g034440,SbOrphan40,Orphans,TF
2493,Sb04g000870,SbOrphan75,Orphans,TF
2494,Sb03g041720,SbOrphan68,Orphans,TF
2495,Sb05g024730,SbOrphan107,Orphans,TF
2496,Sb04g026190,SbOrphan88,Orphans,TF
2497,Sb05g003660,SbOrphan105,Orphans,TF
2498,Sb09g002210,SbOrphan145,Orphans,TF
2499,Sb09g006370,SbOrphan148,Orphans,TF
2500,Sb06g014570,SbOrphan116,Orphans,TF
2501,Sb06g002000,SbOrphan111,Orphans,TF
2502,Sb10g002725,SbOrphan160,Orphans,TF
2503,Sb07g015390,SbOrphan137,Orphans,TF
2504,Sb01g038820,SbOrphan26,Orphans,TF
2505,Sb02g041910,SbOrphan47,Orphans,TF
2506,Sb01g000330,SbOrphan1,Orphans,TF
2507,Sb03g032760,SbOrphan62,Orphans,TF
2508,Sb06g031840,SbOrphan128,Orphans,TF
2509,Sb04g001010,SbOrphan76,Orphans,TF
2510,Sb02g043040,SbOrphan50,Orphans,TF
2511,Sb09g025310,SbOrphan152,Orphans,TF
2512,Sb05g000230,SbOrphan102,Orphans,TF
2513,Sb02g036390,SbOrphan43,Orphans,TF
2514,Sb02g010040,SbOrphan34,Orphans,TF
2515,Sb01g048020,SbOrphan29,Orphans,TF
2516,Sb01g018770,SbOrphan11,Orphans,TF
2517,Sb01g013400,SbOrphan8,Orphans,TF
2518,Sb01g035270,SbOrphan24,Orphans,TF
2519,Sb02g005710,SbOrphan33,Orphans,TF
2520,Sb06g002010,SbOrphan112,Orphans,TF
2521,Sb02g028660,SbOrphan36,Orphans,TF
2522,Sb07g024020,SbOrphan138,Orphans,TF
2523,Sb03g046010,SbOrphan71,Orphans,TF
2524,Sb09g026770,SbOrphan154,Orphans,TF
2525,Sb03g032580,SbOrphan61,Orphans,TF
2526,Sb06g025530,SbOrphan124,Orphans,TF
2527,Sb01g047650,SbOrphan28,Orphans,TF
2528,Sb04g032720,SbOrphan94,Orphans,TF
2529,Sb02g033850,SbOrphan39,Orphans,TF
2530,Sb10g024575,SbOrphan169,Orphans,TF
2531,Sb03g032120,SbOrphan60,Orphans,TF
2532,Sb07g025940,SbOrphan139,Orphans,TF
2533,Sb09g003430,SbOrphan146,Orphans,TF
2534,Sb06g013850,SbOrphan115,Orphans,TF
2535,Sb08g005380,SbOrphan143,Orphans,TF
2536,Sb06g025790,SbOrphan125,Orphans,TF
2537,Sb04g033300,SbOrphan95,Orphans,TF
2538,Sb10g028970,SbOrphan175,Orphans,TF
2539,Sb01g033156,SbOrphan21,Orphans,TF
2540,Sb03g038960,SbOrphan66,Orphans,TF
2541,Sb09g030650,SbOrphan157,Orphans,TF
2542,Sb03g026100,SbOrphan57,Orphans,TF
2543,Sb04g000820,SbOrphan74,Orphans,TF
2544,Sb01g016830,SbOrphan10,Orphans,TF
2545,Sb03g003180,SbOrphan54,Orphans,TF
2546,Sb05g018030,SbOrphan106,Orphans,TF
2547,Sb04g029180,SbOrphan91,Orphans,TF
2548,Sb10g025490,SbOrphan170,Orphans,TF
2549,Sb10g029840,SbOrphan176,Orphans,TF
2550,Sb01g020200,SbOrphan13,Orphans,TF
2551,Sb06g032600,SbOrphan129,Orphans,TF
2552,Sb02g040560,SbOrphan45,Orphans,TF
2553,Sb02g030690,SbOrphan37,Orphans,TF
2554,Sb01g008180,SbOrphan4,Orphans,TF
2555,Sb10g026020,SbOrphan172,Orphans,TF
2556,Sb01g046180,SbOrphan27,Orphans,TF
2557,Sb09g030830,SbOrphan158,Orphans,TF
2558,Sb02g036200,SbOrphan42,Orphans,TF
2559,Sb01g029080,SbOrphan19,Orphans,TF
2560,Sb10g026060,SbOrphan173,Orphans,TF
2561,Sb01g050540,SbOrphan30,Orphans,TF
2562,Sb10g024183,SbOrphan168,Orphans,TF
2563,Sb01g020505,SbOrphan16,Orphans,TF
2564,Sb02g030870,SbOrphan38,Orphans,TF
2565,Sb01g035120,SbOrphan23,Orphans,TF
2566,Sb02g043870,SbOrphan51,Orphans,TF
2567,Sb04g022780,SbOrphan86,Orphans,TF
2568,Sb04g028550,SbOrphan90,Orphans,TF
2569,Sb06g000570,SbOrphan109,Orphans,TF
2570,Sb06g034160,SbOrphan130,Orphans,TF
2571,Sb10g005590,SbOrphan162,Orphans,TF
2572,Sb07g008550,SbOrphan135,Orphans,TF
2573,Sb04g003470,SbOrphan77,Orphans,TF
2574,Sb06g027000,SbOrphan126,Orphans,TF
2575,Sb08g006510,SbOrphan144,Orphans,TF
2576,Sb03g030785,SbOrphan59,Orphans,TF
2577,Sb03g036380,SbOrphan65,Orphans,TF
2578,Sb03g046040,SbOrphan72,Orphans,TF
2579,Sb06g022960,SbOrphan122,Orphans,TF
2580,Sb01g033165,SbOrphan22,Orphans,TF
2581,Sb01g028260,SbOrphan18,Orphans,TF
2582,Sb02g001960,SbOrphan31,Orphans,TF
2583,Sb04g037210,SbOrphan100,Orphans,TF
2584,Sb10g023990,SbOrphan166,Orphans,TF
2585,Sb10g025510,SbOrphan171,Orphans,TF
2586,Sb04g021470,SbOrphan84,Orphans,TF
2587,Sb07g002040,SbOrphan132,Orphans,TF
2588,Sb01g005870,SbOrphan3,Orphans,TF
2589,Sb04g034053,SbOrphan97,Orphans,TF
2590,Sb08g000240,SbOrphan140,Orphans,TF
2591,Sb02g042230,SbOrphan49,Orphans,TF
2592,Sb09g030646,SbOrphan156,Orphans,TF
2593,Sb06g017345,SbOrphan118,Orphans,TF
2594,Sb0169s002030,SbOrphan177,Orphans,TF
2595,Sb03g042570,SbOrphan69,Orphans,TF
2596,Sb02g034775,SbOrphan41,Orphans,TF
2597,Sb05g002590,SbOrphan103,Orphans,TF
2598,Sb02g004476,SbOrphan32,Orphans,TF
2599,Sb04g026750,SbOrphan89,Orphans,TF
2600,Sb06g017560,SbOrphan120,Orphans,TF
2601,Sb06g003030,SbOrphan114,Orphans,TF
2602,Sb04g033440,SbOrphan96,Orphans,TF
2603,Sb01g020490,SbOrphan14,Orphans,TF
2604,Sb10g026620,SbOrphan174,Orphans,TF
2605,Sb07g005030,SbOrphan134,Orphans,TF
2606,Sb03g032900,SbOrphan63,Orphans,TF
2607,Sb08g001140,SbOrphan141,Orphans,TF
2608,SCQSLR1040B09.g,ScSNF3,Orphans,TF
2609,PTSo00404.1,ScCAMTA4,Orphans,TF
2610,SCJFRT1007A12.g,ScARR2,Orphans,TF
2611,SCEZLB1006C01.g,ScSNF7,Orphans,TF
2612,SCAGLB1069D10.g,ScPLATZ4,Orphans,TF
2613,SCSGAM2078E01.g,ScCAMTA8,Orphans,TF
2614,SCVPFL1072E07.g,ScSNF23,Orphans,TF
2615,PTSo00267.1,ScCOL1,Orphans,TF
2616,SCCCSB1002H04.g,ScARR21,Orphans,TF
2617,SCJFRZ2010F08.g,ScARR6,Orphans,TF
2618,SCUTFL1056H05.g,ScCOL26,Orphans,TF
2619,SCSFRT2071A12.g,ScCAMTA6,Orphans,TF
2620,SCRLAM1011C03.g,ScSNF5,Orphans,TF
2621,SCCCLR1078B06.g,ScPLATZ6,Orphans,TF
2622,SCCCLR1080F10.g,ScARR9,Orphans,TF
2623,SCJLST1027A12.g,ScCOL27,Orphans,TF
2624,SCQSLR1018C01.g,ScSNF16,Orphans,TF
2625,SCJLRT2050D07.g,ScDDT1,Orphans,TF
2626,SCEQLR1050H05.g,ScCOL38,Orphans,TF
2627,SCVPRZ2042H05.g,ScPLATZ7,Orphans,TF
2628,SCUTRZ3072F12.g,ScSNF17,Orphans,TF
2629,SCACCL6006B05.g,ScSNF9,Orphans,TF
2630,SCVPAM2064H11.g,ScARR24,Orphans,TF
2631,PTSo00272.1,ScCOL7,Orphans,TF
2632,SCRFFL5042B01.g,ScCOL30,Orphans,TF
2633,SCEZRZ3095B02.g,ScSNF29,Orphans,TF
2634,SCACLR1057C07.g,ScPARR2,Orphans,TF
2635,SCACCL6011A06.g,ScSNF4,Orphans,TF
2636,SCQSRT2032B08.g,ScARR22,Orphans,TF
2637,SCBGLR1099D07.g,ScPLATZ5,Orphans,TF
2638,SCACLR1057G02.g,ScPARR3,Orphans,TF
2639,SCEPRT2048E07.g,ScARR19,Orphans,TF
2640,SCCCLB1021G11.g,ScSNF14,Orphans,TF
2641,PTSo00277.1,ScCOL3,Orphans,TF
2642,SCRFFL8035G01.g,ScSNF28,Orphans,TF
2643,SCAGLR1043D03.g,ScCOL19,Orphans,TF
2644,SCJLRT1018G08.g,ScNAC66,Orphans,TF
2645,SCCCCL4014C02.g,ScARR10,Orphans,TF
2646,SCCCLR2C03B01.g,ScPLATZ3,Orphans,TF
2647,SCEZLB1014G06.g,ScARR16,Orphans,TF
2648,SCSBAD1126H02.g,ScCOL29,Orphans,TF
2649,SCAGLB1072H01.g,ScSNF12,Orphans,TF
